application_id,filing_year,tech_domain,applicant_type,country_origin,industry_sector,international_filing,prior_examination,commercial_potential,market_size_estimate,processing_fee_usd,number_of_claims,number_of_citations,complexity_level,examiner_load,novelty_score,grant_probability,office_action_count
PAT-2000-222,2022,blockchain,2,CHN,fintech,False,1,Yes,123.24,5899.39,6,23,3,High,Moderate,Medium,7
PAT-2000-223,2023,blockchain,4,RUS,software,False,1,Yes,125.32,6732.85,11,24,2,Medium,Marginal,Very Low,1
PAT-2000-224,2024,ai_ml,1,USA,software,True,1,No,31.57,5578.31,24,46,2,Medium,Breakthrough,High,1
PAT-2000-225,2021,cybersecurity,1,USA,software,True,1,No,304.38,9487.03,24,20,2,Medium,Marginal,Low,2
PAT-2000-226,2024,ai_ml,1,USA,software,True,1,No,35.4,9075.05,34,36,3,High,Significant,Medium,3
PAT-2000-227,2020,iot,1,JPN,healthtech,True,1,Yes,500.0,7614.98,14,22,1,Medium,Moderate,Medium,0
PAT-2000-228,2022,ai_ml,1,GBR,healthtech,False,0,No,39.75,7499.29,22,13,3,Low,Significant,Medium,3
PAT-2000-229,2023,ai_ml,3,USA,software,False,0,No,12.57,1927.52,34,16,2,Medium,Significant,Low,4
PAT-2000-230,2020,iot,2,KOR,telecom,False,1,No,6.45,5681.67,25,17,2,High,Marginal,Very Low,3
PAT-2000-231,2020,ai_ml,2,USA,healthtech,False,1,Yes,47.61,541.97,25,40,3,Medium,Significant,Very High,4
PAT-2000-232,2022,iot,4,RUS,telecom,False,0,Yes,500.0,5165.18,21,7,2,Medium,Marginal,Very Low,2
PAT-2000-233,2024,ai_ml,2,CHN,software,False,1,No,142.35,9343.69,34,28,2,High,Marginal,Very Low,2
PAT-2000-234,2022,cybersecurity,3,CHN,software,False,0,Yes,141.28,6751.19,9,9,2,Low,Moderate,High,1
PAT-2000-235,2024,iot,2,CHN,hardware,True,1,Yes,49.11,5844.04,28,33,2,Low,Moderate,Medium,0
PAT-2000-236,2023,cybersecurity,2,USA,software,True,0,Yes,142.89,5078.91,28,10,2,Low,Marginal,Low,2
PAT-2000-237,2022,ai_ml,1,CHN,healthtech,False,1,No,16.7,2203.25,27,36,2,Medium,Moderate,Medium,2
PAT-2000-238,2023,ai_ml,1,DEU,fintech,True,1,Yes,6.54,1886.29,31,43,3,Medium,Significant,High,4
PAT-2000-239,2020,blockchain,3,USA,fintech,False,1,Yes,500.0,8111.39,16,27,3,Medium,Marginal,Very Low,3
PAT-2000-240,2020,iot,3,IND,hardware,False,1,Yes,461.13,3616.91,12,22,3,Medium,Moderate,Medium,5
PAT-2000-241,2023,ai_ml,2,CHN,software,True,1,Yes,101.04,7486.38,34,37,2,Medium,Moderate,Medium,2
PAT-2000-242,2023,ai_ml,2,USA,software,True,0,No,30.39,9584.26,17,19,3,Low,Significant,Medium,3
PAT-2000-243,2021,blockchain,4,USA,fintech,False,0,No,19.9,7922.49,18,10,1,Medium,Marginal,Very Low,1
PAT-2000-244,2022,ai_ml,2,USA,fintech,False,1,Yes,119.13,4973.04,45,37,3,High,Moderate,High,3
PAT-2000-245,2023,blockchain,3,USA,telecom,False,0,Yes,47.82,4318.65,8,19,2,Low,Moderate,Medium,1
PAT-2000-246,2024,ai_ml,2,JPN,software,True,1,Yes,32.23,5668.58,31,30,3,Medium,Marginal,Very Low,3
PAT-2000-247,2023,ai_ml,1,DEU,software,False,1,No,3.56,7899.84,31,33,2,Medium,Breakthrough,Medium,2
PAT-2000-248,2022,iot,2,JPN,hardware,False,1,No,10.06,1521.92,27,20,3,Medium,Marginal,Low,5
PAT-2000-249,2022,blockchain,2,USA,fintech,False,1,Yes,22.26,3742.87,19,19,1,Low,Marginal,Low,1
PAT-2000-250,2022,ai_ml,2,KOR,software,False,1,Yes,345.06,8272.53,17,39,3,Low,Significant,Medium,4
PAT-2000-251,2023,iot,1,CHN,hardware,False,1,No,133.02,5905.16,25,24,2,Low,Moderate,Medium,5
PAT-2000-252,2024,quantum,2,DEU,hardware,True,1,Yes,15.89,8737.63,39,51,3,Medium,Moderate,Medium,4
PAT-2000-253,2022,blockchain,3,CHN,fintech,False,1,No,15.0,6928.71,6,34,2,High,Marginal,Low,2
PAT-2000-254,2021,iot,4,RUS,telecom,False,1,No,26.44,7287.0,21,31,3,Medium,Moderate,Medium,5
PAT-2000-255,2021,cybersecurity,4,RUS,software,False,0,No,6.18,3391.48,27,14,3,Medium,Marginal,Very Low,1
PAT-2000-256,2023,iot,2,JPN,telecom,True,1,Yes,44.68,4190.24,10,28,1,Low,Significant,High,2
PAT-2000-257,2023,cybersecurity,2,JPN,software,False,1,Yes,251.83,8876.1,18,25,2,Medium,Moderate,Low,0
PAT-2000-258,2020,quantum,1,USA,hardware,True,1,No,13.27,8856.45,21,31,2,Low,Breakthrough,High,1
PAT-2000-259,2020,ai_ml,1,USA,software,True,1,No,27.24,4966.0,18,36,2,Low,Significant,Very High,2
PAT-2000-260,2022,blockchain,2,USA,fintech,True,1,Yes,500.0,8553.33,19,31,3,Low,Marginal,Low,5
PAT-2000-261,2020,iot,2,DEU,healthtech,True,1,Yes,494.06,4336.56,23,41,1,Medium,Significant,Very High,1
PAT-2000-262,2023,cybersecurity,3,CHN,telecom,True,0,No,65.69,5874.81,8,14,2,High,Moderate,Low,5
PAT-2000-263,2021,blockchain,3,DEU,fintech,False,1,Yes,6.88,9151.76,10,24,1,Low,Marginal,Low,2
PAT-2000-264,2020,ai_ml,2,CHN,software,True,0,No,17.54,5674.67,25,18,3,Medium,Significant,Medium,3
PAT-2000-265,2024,iot,2,DEU,hardware,True,0,Yes,22.2,8499.32,16,10,1,Low,Moderate,Medium,1
PAT-2000-266,2021,ai_ml,1,USA,software,True,1,Yes,83.79,2894.68,24,34,2,High,Moderate,Medium,4
PAT-2000-267,2021,quantum,3,DEU,hardware,False,0,Yes,191.59,9428.69,38,21,2,Medium,Moderate,Low,3
PAT-2000-268,2021,iot,2,USA,hardware,True,1,Yes,458.4,9723.63,9,31,1,Medium,Moderate,Medium,2
PAT-2000-269,2020,iot,4,IND,hardware,False,0,Yes,39.35,5788.89,15,10,1,Low,Moderate,High,2
PAT-2000-270,2020,cybersecurity,3,IND,software,True,1,No,122.45,1873.1,8,24,1,Medium,Moderate,High,1
PAT-2000-271,2020,iot,3,GBR,telecom,True,0,Yes,107.81,2237.2,10,9,1,Medium,Moderate,Low,1
PAT-2000-272,2021,iot,4,RUS,hardware,False,1,Yes,175.91,7348.1,22,22,1,High,Moderate,Low,3
PAT-2000-273,2020,quantum,1,CHN,hardware,False,1,Yes,11.81,4163.67,16,40,3,Medium,Moderate,Low,2
PAT-2000-274,2022,quantum,2,JPN,hardware,True,0,Yes,406.0,7515.94,25,7,2,Medium,Moderate,Low,2
PAT-2000-275,2023,cybersecurity,3,DEU,software,True,1,Yes,46.34,6813.77,17,27,2,Medium,Moderate,Low,3
PAT-2000-276,2022,ai_ml,2,USA,software,True,1,Yes,93.24,3517.1,28,19,2,High,Marginal,Very Low,2
PAT-2000-277,2021,iot,3,CHN,telecom,False,1,No,26.92,4505.58,19,24,2,Medium,Significant,High,3
PAT-2000-278,2022,ai_ml,1,DEU,healthtech,True,1,Yes,260.44,2828.72,40,39,3,Low,Breakthrough,High,3
PAT-2000-279,2024,cybersecurity,2,KOR,software,False,1,Yes,97.62,5818.94,20,28,3,High,Significant,Very High,6
PAT-2000-280,2024,iot,1,USA,hardware,False,1,No,33.24,5033.18,18,20,1,Medium,Marginal,Low,1
PAT-2000-281,2020,blockchain,4,RUS,fintech,False,0,Yes,86.79,4334.62,10,3,1,Low,Marginal,Low,2
PAT-2000-282,2021,ai_ml,2,CHN,software,False,1,No,11.36,5015.86,23,27,3,Medium,Moderate,Medium,2
PAT-2000-283,2021,ai_ml,1,DEU,software,False,1,No,9.01,5846.63,45,45,3,Low,Significant,Very High,4
PAT-2000-284,2021,iot,3,USA,telecom,False,1,Yes,98.58,3386.14,11,15,3,Low,Moderate,High,3
PAT-2000-285,2022,ai_ml,3,USA,software,False,0,No,10.61,4852.35,45,9,3,Medium,Marginal,Very Low,1
PAT-2000-286,2022,ai_ml,3,IND,healthtech,True,0,Yes,207.23,9910.75,30,12,3,Low,Marginal,Very Low,2
PAT-2000-287,2020,cybersecurity,1,USA,software,True,1,Yes,96.25,7373.61,16,25,1,High,Marginal,Low,1
PAT-2000-288,2022,quantum,3,USA,software,False,1,Yes,107.32,7510.96,40,42,3,High,Significant,High,5
PAT-2000-289,2022,ai_ml,2,USA,software,True,1,Yes,18.86,2902.55,21,39,2,Low,Significant,High,1
PAT-2000-290,2020,ai_ml,1,CHN,healthtech,True,1,No,19.55,798.4,47,42,3,High,Significant,Very High,5
PAT-2000-291,2023,cybersecurity,2,USA,software,True,1,No,36.15,3632.97,11,23,3,Medium,Marginal,Very Low,3
PAT-2000-292,2020,iot,3,IND,telecom,True,0,Yes,280.12,4526.08,22,11,2,Low,Moderate,High,1
PAT-2000-293,2024,iot,2,JPN,hardware,True,1,Yes,139.96,3352.42,21,23,2,Low,Marginal,Low,1
PAT-2000-294,2020,ai_ml,1,USA,software,False,1,No,24.54,9757.51,18,45,2,Low,Significant,Very High,2
PAT-2000-295,2023,ai_ml,2,USA,fintech,False,0,No,15.41,1640.57,40,13,2,Medium,Moderate,Low,3
PAT-2000-296,2024,ai_ml,3,USA,healthtech,True,0,No,20.06,5367.99,30,9,3,Medium,Moderate,High,4
PAT-2000-297,2024,iot,2,DEU,hardware,True,1,Yes,94.05,8361.06,17,25,1,Medium,Moderate,Medium,1
PAT-2000-298,2023,ai_ml,1,CHN,software,False,0,No,39.81,7934.68,45,15,2,Medium,Breakthrough,Medium,2
PAT-2000-299,2023,ai_ml,2,CHN,software,False,0,Yes,309.44,6005.76,36,10,2,Low,Moderate,Low,0
PAT-2000-300,2023,iot,3,RUS,software,False,1,Yes,24.35,2366.99,17,32,3,High,Significant,High,6
PAT-2000-301,2023,cybersecurity,2,USA,software,True,1,Yes,190.68,4679.58,29,35,2,Medium,Marginal,Very Low,1
PAT-2000-302,2020,quantum,3,DEU,hardware,False,1,Yes,67.4,1818.96,43,28,2,Low,Significant,Medium,2
PAT-2000-303,2022,blockchain,4,USA,fintech,False,1,No,87.72,7342.49,6,31,3,Medium,Moderate,Medium,5
PAT-2000-304,2022,blockchain,2,USA,fintech,False,1,Yes,156.87,3959.0,15,22,1,Medium,Moderate,Medium,1
PAT-2000-305,2024,blockchain,3,CHN,fintech,False,0,No,35.17,6565.67,19,13,2,Medium,Significant,Low,4
PAT-2000-306,2022,ai_ml,3,DEU,healthtech,False,1,Yes,159.5,6586.8,30,37,3,High,Moderate,High,2
PAT-2000-307,2022,iot,4,RUS,hardware,False,1,No,6.9,5628.19,13,28,2,Low,Moderate,Medium,5
PAT-2000-308,2023,blockchain,2,USA,software,True,1,Yes,500.0,7827.82,12,25,1,Medium,Marginal,Very Low,3
PAT-2000-309,2021,iot,2,USA,hardware,True,1,Yes,55.92,1397.46,10,27,3,High,Moderate,Medium,6
PAT-2000-310,2020,cybersecurity,2,JPN,software,False,0,Yes,500.0,3585.86,17,10,1,Low,Moderate,Medium,0
PAT-2000-311,2022,cybersecurity,3,GBR,telecom,True,0,No,8.11,7159.99,14,11,2,Medium,Marginal,Low,0
PAT-2000-312,2022,ai_ml,1,DEU,software,True,1,Yes,79.95,2536.29,45,42,2,Medium,Significant,High,3
PAT-2000-313,2021,blockchain,3,DEU,fintech,False,0,Yes,73.97,4583.04,5,10,2,Medium,Moderate,Low,1
PAT-2000-314,2022,ai_ml,1,JPN,software,False,1,No,21.55,6701.19,27,27,3,Medium,Breakthrough,High,4
PAT-2000-315,2022,blockchain,3,CHN,fintech,False,1,No,128.48,9932.44,5,26,3,Medium,Moderate,Low,2
PAT-2000-316,2021,ai_ml,3,GBR,healthtech,False,0,No,17.87,3821.67,44,9,2,High,Moderate,Medium,4
PAT-2000-317,2022,ai_ml,2,JPN,software,True,1,Yes,18.75,4449.7,21,46,3,Medium,Moderate,High,3
PAT-2000-318,2023,quantum,2,USA,cybersecurity,False,1,No,26.4,4366.6,39,39,2,High,Moderate,Low,4
PAT-2000-319,2021,blockchain,2,USA,software,False,0,No,8.04,6646.45,14,15,1,Medium,Moderate,Low,0
PAT-2000-320,2024,cybersecurity,2,CHN,telecom,False,1,No,21.34,2518.98,17,23,1,Medium,Moderate,Low,0
PAT-2000-321,2024,ai_ml,1,USA,software,True,1,No,37.33,8865.17,20,36,3,Medium,Moderate,Medium,6
PAT-2000-322,2022,ai_ml,1,USA,software,True,1,Yes,302.88,2679.82,28,36,3,Medium,Moderate,Medium,5
PAT-2000-323,2021,blockchain,3,USA,fintech,False,0,Yes,500.0,9324.13,18,14,1,Medium,Marginal,Very Low,1
PAT-2000-324,2022,ai_ml,2,CHN,software,False,1,No,21.06,5731.41,30,27,3,Low,Breakthrough,Medium,4
PAT-2000-325,2023,ai_ml,1,JPN,software,False,1,No,9.24,8836.32,22,42,2,Medium,Significant,High,3
PAT-2000-326,2023,cybersecurity,2,CHN,software,False,1,Yes,500.0,1491.45,29,23,1,High,Marginal,Very Low,2
PAT-2000-327,2023,ai_ml,3,CHN,fintech,False,0,Yes,134.79,3603.41,23,13,3,Low,Moderate,High,2
PAT-2000-328,2022,ai_ml,1,CHN,software,False,1,Yes,500.0,2476.42,49,45,2,Low,Moderate,Medium,2
PAT-2000-329,2023,iot,2,USA,telecom,False,1,Yes,341.25,6152.02,15,22,2,Medium,Significant,Medium,2
PAT-2000-330,2021,blockchain,2,DEU,fintech,False,1,No,9.07,3924.56,8,23,1,High,Marginal,Very Low,3
PAT-2000-331,2023,iot,1,JPN,telecom,True,1,No,34.95,1625.14,24,13,1,Medium,Significant,Very High,2
PAT-2000-332,2021,blockchain,3,GBR,fintech,True,0,No,15.83,6187.61,7,14,2,Low,Marginal,Low,0
PAT-2000-333,2023,quantum,1,CHN,hardware,False,1,No,32.86,8407.88,20,30,3,Medium,Moderate,Low,2
PAT-2000-334,2024,ai_ml,2,USA,healthtech,False,0,Yes,176.04,2171.71,17,15,3,Low,Moderate,Medium,2
PAT-2000-335,2020,blockchain,3,USA,fintech,False,0,Yes,452.58,9158.27,10,18,3,Low,Moderate,Medium,4
PAT-2000-336,2023,iot,2,JPN,telecom,True,0,Yes,129.01,5635.44,25,14,2,Low,Significant,Medium,2
PAT-2000-337,2020,cybersecurity,3,IND,software,True,0,Yes,152.74,1648.77,17,11,3,Medium,Significant,Medium,3
PAT-2000-338,2023,blockchain,3,USA,software,False,0,Yes,83.86,2997.78,17,13,2,Low,Moderate,Medium,1
PAT-2000-339,2020,iot,1,USA,telecom,False,1,No,43.32,4663.93,19,27,2,Medium,Significant,Very High,3
PAT-2000-340,2024,ai_ml,2,CHN,software,False,1,Yes,107.93,4267.47,43,28,3,Medium,Moderate,Medium,1
PAT-2000-341,2020,ai_ml,3,RUS,fintech,False,0,No,19.6,2999.67,20,6,3,High,Moderate,Low,4
PAT-2000-342,2024,ai_ml,2,CHN,healthtech,False,1,Yes,138.57,8186.31,39,28,2,High,Significant,High,6
PAT-2000-343,2023,iot,2,USA,telecom,True,0,Yes,239.26,6203.37,24,13,3,Low,Significant,High,6
PAT-2000-344,2022,ai_ml,1,USA,fintech,False,1,Yes,86.65,8909.65,20,22,3,High,Significant,High,3
PAT-2000-345,2023,iot,1,CHN,telecom,False,1,No,21.52,4280.08,14,22,3,Low,Moderate,Low,3
PAT-2000-346,2023,ai_ml,1,JPN,software,False,1,No,17.83,4481.34,49,28,3,Medium,Breakthrough,Medium,3
PAT-2000-347,2024,cybersecurity,4,DEU,software,False,0,No,24.17,6690.75,14,6,3,Medium,Significant,Low,3
PAT-2000-348,2021,quantum,1,CHN,hardware,False,1,Yes,500.0,9457.87,35,46,3,Low,Moderate,Low,1
PAT-2000-349,2022,ai_ml,1,KOR,software,False,0,No,10.64,1800.43,38,22,2,High,Significant,High,2
PAT-2000-350,2020,ai_ml,3,USA,hardware,False,1,Yes,14.37,2559.83,46,30,3,Medium,Moderate,High,2
PAT-2000-351,2023,ai_ml,1,CHN,software,True,1,No,20.92,5603.23,43,37,2,Medium,Breakthrough,Medium,3
PAT-2000-352,2021,cybersecurity,1,JPN,software,True,1,No,57.67,2165.1,15,32,3,Low,Moderate,Low,3
PAT-2000-353,2022,ai_ml,2,CHN,healthtech,False,1,No,12.49,5215.82,30,37,2,Low,Significant,Medium,3
PAT-2000-354,2022,iot,1,USA,hardware,True,1,No,35.42,8554.18,20,28,2,High,Moderate,Low,2
PAT-2000-355,2022,blockchain,3,USA,telecom,True,1,Yes,157.68,3737.76,16,23,2,Low,Marginal,Low,0
PAT-2000-356,2022,quantum,2,CHN,hardware,False,0,Yes,500.0,4306.22,24,12,2,Low,Marginal,Low,2
PAT-2000-357,2023,blockchain,2,CHN,fintech,False,1,No,27.37,646.05,14,31,1,Medium,Marginal,Low,1
PAT-2000-358,2023,iot,2,CHN,telecom,True,0,Yes,58.08,7639.93,29,8,3,Low,Significant,Low,3
PAT-2000-359,2022,cybersecurity,4,USA,software,False,1,Yes,169.9,4743.89,17,24,1,Medium,Moderate,High,1
PAT-2000-360,2022,ai_ml,1,CHN,healthtech,False,1,No,32.0,8409.79,38,34,3,High,Moderate,Medium,4
PAT-2000-361,2024,quantum,1,DEU,hardware,True,1,Yes,285.47,8391.95,48,42,3,Low,Breakthrough,Medium,4
PAT-2000-362,2020,ai_ml,1,KOR,software,False,1,No,25.39,4378.8,49,33,3,High,Moderate,High,6
PAT-2000-363,2020,blockchain,3,IND,telecom,False,0,No,7.53,3412.17,7,9,3,Medium,Marginal,Very Low,5
PAT-2000-364,2020,cybersecurity,2,CHN,telecom,False,1,Yes,33.33,9239.64,17,28,1,Low,Significant,Medium,2
PAT-2000-365,2023,iot,2,CHN,healthtech,False,1,Yes,97.14,2693.58,13,19,3,Low,Moderate,Medium,4
PAT-2000-366,2022,iot,3,GBR,telecom,False,1,No,132.11,7909.49,9,32,2,Medium,Significant,Medium,1
PAT-2000-367,2023,ai_ml,3,RUS,software,True,1,No,40.99,3925.54,19,39,3,Low,Moderate,Medium,3
PAT-2000-368,2023,blockchain,2,USA,fintech,True,1,Yes,25.23,7615.82,19,25,2,High,Marginal,Very Low,3
PAT-2000-369,2021,blockchain,4,RUS,fintech,False,1,No,18.79,768.01,18,21,3,Medium,Moderate,High,1
PAT-2000-370,2024,iot,2,CHN,software,False,1,Yes,11.07,7951.18,27,25,2,Medium,Marginal,Low,1
PAT-2000-371,2023,blockchain,2,CHN,software,False,1,Yes,212.55,2243.18,9,27,2,Medium,Moderate,Low,2
PAT-2000-372,2021,ai_ml,3,USA,fintech,False,0,Yes,60.41,5530.66,33,13,2,Medium,Moderate,Low,1
PAT-2000-373,2022,ai_ml,2,JPN,software,True,1,Yes,143.27,4872.18,31,40,3,Medium,Moderate,Medium,2
PAT-2000-374,2021,ai_ml,2,CHN,software,False,0,Yes,54.61,6956.57,25,21,3,Medium,Marginal,Very Low,2
PAT-2000-375,2021,blockchain,3,GBR,fintech,False,1,No,27.76,3261.57,19,26,1,Low,Moderate,Medium,1
PAT-2000-376,2020,ai_ml,1,CHN,software,False,1,Yes,145.06,3649.8,29,40,2,Medium,Moderate,High,1
PAT-2000-377,2024,cybersecurity,4,GBR,software,True,0,Yes,500.0,8327.75,20,8,2,Medium,Moderate,Medium,0
PAT-2000-378,2022,iot,1,USA,hardware,True,1,No,4.85,3729.63,25,27,2,High,Marginal,Very Low,3
PAT-2000-379,2022,ai_ml,3,IND,software,False,0,No,10.51,2359.02,39,12,3,Medium,Moderate,High,2
PAT-2000-380,2023,iot,1,USA,software,False,1,Yes,123.77,7525.17,23,31,1,Low,Significant,High,2
PAT-2000-381,2022,quantum,2,CHN,hardware,False,1,Yes,13.97,3571.22,45,49,3,Low,Marginal,Very Low,2
PAT-2000-382,2024,ai_ml,3,USA,fintech,True,1,Yes,388.71,9722.8,44,46,3,Low,Moderate,Low,4
PAT-2000-383,2023,ai_ml,3,IND,fintech,True,1,Yes,63.07,4633.09,41,33,2,Low,Significant,Very High,3
PAT-2000-384,2022,ai_ml,1,DEU,software,True,1,Yes,183.91,3660.21,49,46,2,Low,Moderate,Medium,2
PAT-2000-385,2022,ai_ml,2,USA,software,True,1,Yes,11.75,5013.3,45,40,2,High,Moderate,Medium,2
PAT-2000-386,2024,quantum,1,CHN,hardware,True,0,No,8.28,7575.33,36,4,3,Medium,Breakthrough,Medium,3
PAT-2000-387,2023,cybersecurity,2,USA,fintech,True,1,Yes,156.77,7484.76,24,20,1,High,Moderate,Low,1
PAT-2000-388,2024,ai_ml,3,USA,software,False,1,No,12.63,4771.15,21,34,3,Medium,Marginal,Very Low,6
PAT-2000-389,2020,iot,3,DEU,hardware,False,0,Yes,14.49,1636.67,26,14,3,Medium,Moderate,Medium,4
PAT-2000-390,2024,ai_ml,2,USA,software,False,1,No,11.94,4084.62,18,34,3,Medium,Marginal,Very Low,5
PAT-2000-391,2023,iot,3,GBR,software,True,0,No,82.62,2634.63,8,8,2,Medium,Significant,Medium,3
PAT-2000-392,2020,quantum,1,USA,hardware,False,1,No,15.14,4832.84,16,40,3,Medium,Breakthrough,Medium,5
PAT-2000-393,2022,blockchain,2,USA,fintech,True,1,No,34.81,6277.86,9,27,3,High,Significant,High,5
PAT-2000-394,2023,ai_ml,2,JPN,software,True,1,Yes,43.15,8403.91,23,19,3,Medium,Moderate,High,1
PAT-2000-395,2020,iot,1,DEU,hardware,True,0,Yes,346.19,5041.62,11,14,1,Low,Moderate,Low,1
PAT-2000-396,2022,cybersecurity,4,USA,software,False,0,No,4.53,1467.82,25,10,2,Low,Marginal,Very Low,2
PAT-2000-397,2023,ai_ml,3,GBR,healthtech,True,1,Yes,500.0,6419.65,44,51,3,Medium,Marginal,Low,6
PAT-2000-398,2021,ai_ml,2,USA,healthtech,True,1,Yes,122.1,7022.63,25,49,2,Medium,Significant,Medium,3
PAT-2000-399,2022,ai_ml,3,CHN,software,False,0,Yes,53.73,4153.42,35,13,3,Low,Significant,Medium,4
PAT-2000-400,2022,iot,2,JPN,telecom,True,1,Yes,490.87,5341.68,15,24,2,Medium,Significant,Medium,2
PAT-2001-001,2021,iot,2,USA,hardware,False,1,Yes,338.37,6305.33,25,23,2,High,Moderate,Low,2
PAT-2001-002,2024,quantum,2,USA,hardware,True,1,Yes,159.8,2527.56,20,42,3,Medium,Moderate,Low,4
PAT-2001-003,2023,quantum,1,KOR,hardware,False,1,No,62.17,1151.2,26,45,3,Low,Breakthrough,Medium,5
PAT-2001-004,2020,cybersecurity,1,CHN,software,True,1,No,32.14,8509.93,23,21,1,High,Marginal,Very Low,2
PAT-2001-005,2024,quantum,3,CHN,hardware,True,1,Yes,55.42,5442.01,42,33,3,Low,Marginal,Low,5
PAT-2001-006,2024,ai_ml,2,CHN,software,True,0,Yes,32.35,5106.5,31,19,2,Medium,Moderate,Low,5
PAT-2001-007,2021,iot,2,USA,hardware,True,1,Yes,87.55,7756.2,16,26,1,High,Moderate,Medium,1
PAT-2001-008,2023,ai_ml,2,USA,software,True,1,Yes,500.0,5895.96,15,40,3,Medium,Moderate,High,5
PAT-2001-009,2020,ai_ml,2,CHN,software,True,1,Yes,33.86,6981.33,38,28,3,Medium,Moderate,High,2
PAT-2001-010,2024,cybersecurity,1,USA,software,False,1,No,8.14,1937.31,18,16,2,Medium,Moderate,Low,4
PAT-2001-011,2023,iot,4,GBR,hardware,True,0,Yes,84.89,7110.15,13,13,3,Medium,Moderate,Medium,4
PAT-2001-012,2023,cybersecurity,2,JPN,software,False,1,Yes,65.44,8039.69,18,20,3,Medium,Significant,Medium,4
PAT-2001-013,2020,blockchain,2,USA,fintech,True,1,Yes,161.32,3505.31,11,24,3,Medium,Moderate,Medium,4
PAT-2001-014,2024,iot,3,USA,hardware,True,0,Yes,134.69,2681.19,29,14,3,Low,Moderate,Medium,2
PAT-2001-015,2020,blockchain,3,USA,fintech,False,0,No,4.68,3474.8,7,9,3,Low,Marginal,Low,1
PAT-2001-016,2021,ai_ml,2,CHN,software,False,1,Yes,113.79,4313.39,21,37,2,Medium,Marginal,Low,0
PAT-2001-017,2020,ai_ml,1,JPN,software,True,1,No,33.14,9136.49,42,45,3,Medium,Breakthrough,Medium,5
PAT-2001-018,2023,iot,1,USA,software,False,1,Yes,70.34,8185.09,20,24,2,Low,Moderate,Medium,2
PAT-2001-019,2021,ai_ml,2,KOR,healthtech,False,1,Yes,500.0,5637.05,19,33,2,High,Moderate,Medium,2
PAT-2001-020,2024,cybersecurity,2,CHN,software,False,1,Yes,281.82,7198.5,10,23,2,High,Marginal,Very Low,1
PAT-2001-021,2023,ai_ml,2,CHN,software,False,0,Yes,36.48,8463.82,26,18,3,High,Moderate,Medium,2
PAT-2001-022,2020,ai_ml,3,USA,software,True,1,Yes,117.96,7459.03,39,33,3,Medium,Marginal,Very Low,1
PAT-2001-023,2020,quantum,1,JPN,cybersecurity,True,1,Yes,500.0,3048.57,42,34,3,Medium,Moderate,Medium,3
PAT-2001-024,2020,ai_ml,2,DEU,fintech,True,1,Yes,500.0,6957.02,21,40,3,Medium,Moderate,Low,3
PAT-2001-025,2023,cybersecurity,4,DEU,software,False,1,Yes,500.0,3683.5,29,21,1,High,Moderate,Low,2
PAT-2001-026,2023,iot,3,GBR,telecom,True,1,Yes,500.0,3317.99,13,26,2,Low,Moderate,Low,0
PAT-2001-027,2021,ai_ml,1,GBR,hardware,True,1,Yes,131.83,3449.74,31,40,3,Medium,Significant,Very High,5
PAT-2001-028,2023,iot,2,DEU,hardware,True,1,Yes,311.71,3507.75,27,23,3,Low,Marginal,Low,2
PAT-2001-029,2020,iot,1,USA,software,False,1,No,20.13,6815.86,10,16,3,Low,Marginal,Low,4
PAT-2001-030,2023,quantum,2,USA,software,False,1,Yes,312.1,9414.49,40,25,2,Medium,Significant,Very High,4
PAT-2001-031,2024,quantum,1,CHN,software,False,1,Yes,92.87,3592.75,42,40,3,High,Breakthrough,Medium,5
PAT-2001-032,2023,iot,3,DEU,telecom,False,1,No,28.37,8246.33,9,26,2,High,Moderate,Low,2
PAT-2001-033,2023,iot,4,USA,hardware,False,0,No,99.04,2624.3,14,8,1,Medium,Marginal,Low,3
PAT-2001-034,2023,ai_ml,1,DEU,healthtech,True,1,No,44.54,818.18,24,39,2,Medium,Breakthrough,High,5
PAT-2001-035,2020,iot,3,USA,hardware,False,0,No,9.35,9937.3,21,12,2,High,Marginal,Very Low,3
PAT-2001-036,2021,cybersecurity,3,CHN,software,False,1,No,39.23,4221.5,15,24,1,Medium,Moderate,High,0
PAT-2001-037,2020,iot,1,USA,hardware,True,1,No,16.42,7935.53,15,21,2,Medium,Significant,High,4
PAT-2001-038,2022,iot,2,USA,telecom,True,1,Yes,19.92,1151.31,17,20,2,Medium,Moderate,Medium,1
PAT-2001-039,2023,blockchain,3,USA,fintech,True,1,Yes,500.0,6822.48,17,33,1,High,Moderate,Medium,3
PAT-2001-040,2023,quantum,3,IND,hardware,True,0,Yes,42.67,5738.04,50,9,3,Medium,Breakthrough,Low,4
PAT-2001-041,2024,cybersecurity,1,DEU,telecom,True,1,No,19.06,724.42,20,25,1,Medium,Moderate,Medium,1
PAT-2001-042,2021,ai_ml,1,USA,software,False,1,Yes,162.97,6861.01,38,40,2,Medium,Breakthrough,Medium,2
PAT-2001-043,2023,ai_ml,2,DEU,software,True,1,No,4.15,7339.43,40,40,3,High,Significant,Medium,4
PAT-2001-044,2021,iot,2,JPN,telecom,False,1,No,7.45,4980.68,25,27,1,Medium,Marginal,Very Low,0
PAT-2001-045,2021,blockchain,2,USA,fintech,True,1,Yes,85.16,4475.07,5,31,1,Medium,Marginal,Very Low,2
