trademark_id,country_registration,mktu_class,industry,applicant_type,trademark_type,representative_firm,priority_claimed,examination_duration_days,mktu_classes_count,company_age_years,previous_applications,trademark_value_k,examination_count,similarity_percent,maintenance_fee_usd,use_before_registration_months,opposition_count
TM20200170,Россия,Класс 26,Недвижимость,АО,Объемный,ЮрФирма_AL,True,85.0,1,4.1,5,5.4,2,27.6,585.25,19.0,0
TM20200171,Беларусь,Класс 20,Телекоммуникации,Холдинг,Цветовая гамма,ЮрФирма_BP,False,84.0,3,0.2,5,68.71,4,15.1,839.64,18.7,0
TM20200172,Россия,Класс 34,Полиграфия,АО,Объемный,ЮрФирма_BX,False,61.0,6,3.8,10,4.69,4,23.2,871.11,41.8,3
TM20200173,Таджикистан,Класс 01,Мебель,Религиозная организация,Изобразительный,Не указано,True,62.0,4,7.4,6,6.81,4,37.4,764.22,83.3,0
TM20200174,Россия,Класс 03,Бытовая техника,Индивидуальный предприниматель,Комбинированный,ЮрФирма_AD,True,59.0,3,14.5,10,5.27,3,29.7,1405.84,15.9,1
TM20200175,Россия,Класс 01,Спорт,Фермерское хозяйство,Логотип,Самостоятельно,True,85.0,2,2.5,9,2.5,3,24.3,1314.71,31.2,2
TM20200176,Казахстан,Класс 03,Фармацевтика,ООО,Объемный,Самостоятельно,False,56.0,1,0.2,4,137.18,2,15.0,938.44,114.5,3
TM20200177,Вьетнам,Класс 01,Химическая промышленность,Индивидуальный предприниматель,Позиционный,ЮрФирма_AC,True,92.0,2,0.4,1,47.72,1,19.7,1108.51,36.0,0
TM20200178,Чехия,Класс 11,Программное обеспечение,ПАО,Изобразительный,ЮрФирма_BG,True,43.0,6,1.6,2,101.05,2,,902.54,96.2,3
TM20200179,Южная Корея,Класс 13,Развлечения,ООО,Световой,ЮрФирма_BQ,True,92.0,4,0.1,5,8.54,2,,982.66,29.0,0
TM20200180,Чехия,Класс 22,Деревообработка,ЗАО,Словесный,ЮрФирма_BX,True,30.0,3,3.5,4,9.69,2,23.8,1219.01,30.1,0
TM20200181,Чехия,Класс 07,Гостиничный бизнес,Государственное предприятие,Световой,ЮрФирма_AX,True,59.0,9,6.5,2,36.33,2,38.2,697.16,111.9,0
TM20200182,Беларусь,Класс 01,Бытовая техника,Совместное предприятие,Анимационный,ЮрФирма_AD,True,86.0,4,3.4,11,12.78,3,25.2,860.29,42.2,0
TM20200183,Россия,Класс 23,Напитки,Иностранная компания,Мультимедийный,ЮрФирма_BD,False,90.0,4,7.8,3,24.73,4,15.3,1019.03,,0
TM20200184,Италия,Класс 01,Напитки,Творческий коллектив,Словесный,Не указано,True,43.0,4,11.7,6,2.29,1,15.4,686.94,61.2,0
TM20200185,Кыргызстан,Класс 36,Фармацевтика,ЗАО,Голографический,Не указано,True,79.0,3,5.0,10,65.35,3,17.3,1097.17,99.1,0
TM20200186,Казахстан,Класс 01,Туризм,Индивидуальный предприниматель,Словесный,ЮрФирма_AS,True,76.0,6,3.4,15,9.89,3,34.2,1345.73,102.8,0
TM20200187,Россия,Класс 13,Финансовые услуги,Некоммерческая организация,Изобразительный,Самостоятельно,True,80.0,1,4.9,7,3.48,2,42.1,1218.29,38.5,0
TM20200188,Южная Корея,Класс 38,Электроника,ООО,Объемный,Не указано,False,140.0,5,1.5,1,25.93,3,38.7,1227.67,32.7,0
TM20200189,Россия,Класс 16,Бытовая техника,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AR,False,145.0,3,0.1,2,6.81,2,48.9,764.92,52.3,0
TM20200190,Таджикистан,Класс 19,Реклама,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AM,False,99.0,3,1.7,8,26.34,3,9.0,990.62,,0
TM20200191,Россия,Класс 24,Косметика,ООО,Объемный,ЮрФирма_AC,True,50.0,4,5.1,3,6.56,3,9.8,1309.24,113.7,1
TM20200192,Россия,Класс 02,Телекоммуникации,ООО,Объемный,ЮрФирма_AR,False,57.0,3,1.9,8,4.58,3,13.7,679.93,23.8,3
TM20200193,Канада,Класс 23,Транспорт,ООО,Комбинированный,Не указано,False,71.0,5,2.2,6,4.11,2,19.0,615.54,17.0,0
TM20200194,Россия,Класс 37,Пищевая промышленность,ПАО,Комбинированный,Не указано,True,59.0,4,0.4,3,13.39,2,56.9,1005.08,,1
TM20200195,Россия,Класс 44,СМИ,Корпорация,Звуковой,Самостоятельно,False,50.0,2,6.9,2,217.86,1,8.4,947.27,107.8,2
TM20200196,Беларусь,Класс 09,Фармацевтика,Научное учреждение,Изобразительный,ЮрФирма_BH,False,91.0,4,3.6,5,343.82,1,13.9,1362.06,39.3,0
TM20200197,Швеция,Класс 06,Спорт,Индивидуальный предприниматель,Словесный,Не указано,False,43.0,2,2.7,8,3.42,3,19.8,1324.48,100.4,0
TM20200198,Россия,Класс 29,Рестораны,Индивидуальный предприниматель,Комбинированный,ЮрФирма_AT,True,31.0,7,5.1,2,9.58,3,38.4,1014.03,113.0,0
TM20200199,Россия,Класс 14,Энергетика,ПАО,Звуковой,ЮрФирма_AN,True,84.0,2,8.9,10,7.77,4,17.7,932.14,35.5,0
TM20200200,Италия,Класс 04,Развлечения,Индивидуальный предприниматель,Словесный,ЮрФирма_AI,False,83.0,2,0.2,3,1.59,3,32.7,908.21,49.7,0
TM20200201,Сингапур,Класс 03,Машиностроение,АО,Словесный,Не указано,True,39.0,3,5.6,10,9.25,4,43.2,688.84,50.0,0
TM20200202,Беларусь,Класс 03,Оптовая торговля,Иностранная компания,Логотип,Самостоятельно,False,39.0,2,2.4,2,147.67,1,46.0,826.23,111.6,0
TM20200203,Россия,Класс 09,Строительство,Филиал иностранной компании,Текстильный,Самостоятельно,True,66.0,3,0.9,2,33.02,1,,619.35,43.1,0
TM20200204,Россия,Класс 03,Сельское хозяйство,ООО,Комбинированный,Самостоятельно,True,73.0,2,6.4,2,17.26,2,8.6,935.51,2.1,4
TM20200205,Россия,Класс 01,Здравоохранение,Холдинг,Обонятельный,ЮрФирма_AO,False,59.0,6,2.3,10,12.37,4,34.6,834.01,17.8,0
TM20200206,Россия,Класс 01,Недвижимость,Иностранная компания,Слоган,ЮрФирма_BM,True,55.0,4,5.7,1,25.51,4,,1146.84,19.8,1
TM20200207,Кыргызстан,Класс 41,Бытовая техника,Ассоциация,Комбинированный,Не указано,True,64.0,3,3.5,1,19.06,1,31.1,1292.55,,0
TM20200208,Россия,Класс 01,Программное обеспечение,ООО,Словесный,Не указано,False,82.0,1,2.7,3,51.07,4,49.4,1138.01,17.8,1
TM20200209,Беларусь,Класс 01,Страхование,Корпорация,Комбинированный,Самостоятельно,False,40.0,2,2.2,9,111.5,1,12.4,1130.43,1.8,8
TM20200210,Кыргызстан,Класс 09,Пищевая промышленность,Корпорация,Логотип,ЮрФирма_AM,True,69.0,2,2.9,4,37.47,4,,1253.64,97.3,0
TM20200211,Беларусь,Класс 04,Оптовая торговля,ООО,Объемный,Не указано,True,50.0,5,7.3,2,8.52,3,24.0,1011.48,,0
TM20200212,Россия,Класс 43,Пищевая промышленность,Иностранная компания,Словесный,ЮрФирма_BN,False,133.0,3,1.6,5,19.9,3,29.5,1660.35,117.1,3
TM20200213,Индия,Класс 39,Здравоохранение,Холдинг,Эмблема,ЮрФирма_BF,True,70.0,2,5.9,3,86.43,2,70.6,1201.16,69.7,0
TM20200214,США,Класс 08,Сельское хозяйство,ООО,Световой,ЮрФирма_AL,False,106.0,3,3.0,7,6.38,3,24.5,850.44,38.7,3
TM20200215,Япония,Класс 09,Здравоохранение,ЗАО,Изобразительный,ЮрФирма_AB,False,80.0,4,6.4,2,36.98,2,29.3,846.59,39.0,0
TM20200216,Россия,Класс 07,Спорт,АО,Цифры,Самостоятельно,True,119.0,1,12.1,3,6.23,3,56.4,759.55,119.7,1
TM20200217,Россия,Класс 01,Пищевая промышленность,Корпорация,Звуковой,Самостоятельно,True,65.0,2,2.6,8,500.0,3,22.9,1006.95,102.6,1
TM20200218,Узбекистан,Класс 05,Табачные изделия,Индивидуальный предприниматель,Голографический,ЮрФирма_AX,True,68.0,6,0.5,13,13.45,2,50.4,589.74,27.6,2
TM20200219,Казахстан,Класс 02,Спорт,ЗАО,Форма товара,ЮрФирма_AQ,True,62.0,6,3.6,9,7.66,3,48.7,935.76,96.6,0
TM20200220,Россия,Класс 02,Энергетика,Индивидуальный предприниматель,Словесный,Самостоятельно,False,52.0,3,4.3,6,5.16,3,19.9,213.27,86.8,3
TM20200221,Казахстан,Класс 15,Сельское хозяйство,Иностранная компания,Обонятельный,ЮрФирма_BR,False,41.0,2,1.7,4,50.52,2,,1379.05,73.1,0
TM20200222,Кыргызстан,Класс 02,Развлечения,Холдинг,Изобразительный,ЮрФирма_BE,False,73.0,5,0.1,13,39.29,3,33.5,971.02,54.9,0
TM20200223,ОАЭ,Класс 02,Сельское хозяйство,ЗАО,Рельефный,ЮрФирма_AV,True,90.0,2,,6,9.0,3,,1746.56,36.9,0
TM20200224,Россия,Класс 10,Химическая промышленность,ПАО,Речевой,,False,40.0,3,0.1,1,7.38,3,41.8,995.12,41.2,2
TM20200225,Узбекистан,Класс 09,Сельское хозяйство,ООО,Голографический,Не указано,False,63.0,3,3.1,7,31.51,2,72.0,957.76,13.6,4
TM20200226,Россия,Класс 02,Химическая промышленность,ООО,Обонятельный,ЮрФирма_BJ,True,56.0,3,0.2,7,16.09,4,17.4,677.37,94.9,1
TM20200227,Беларусь,Класс 01,Табачные изделия,Концерн,Обонятельный,Самостоятельно,False,104.0,4,2.8,3,19.87,1,57.4,942.34,57.7,2
TM20200228,Армения,Класс 03,Табачные изделия,Индивидуальный предприниматель,Словесный,Не указано,True,46.0,6,9.9,5,23.11,4,58.0,1573.44,52.9,0
TM20200229,Россия,Класс 04,Страхование,Корпорация,Изобразительный,ЮрФирма_AC,True,67.0,1,0.8,14,39.8,3,22.6,1070.68,14.1,2
TM20200230,Россия,Класс 32,Образование,Иностранная компания,Словесный,Не указано,False,84.0,4,6.0,3,17.67,2,16.3,1331.74,93.1,1
TM20200231,Казахстан,Класс 40,Машиностроение,Кооператив,Голографический,ЮрФирма_BX,True,49.0,5,4.0,7,12.32,1,8.2,1011.42,72.0,0
TM20200232,Саудовская Аравия,Класс 08,Финансовые услуги,ООО,Комбинированный,Самостоятельно,True,67.0,4,,2,9.1,4,7.9,1455.9,109.5,0
TM20200233,Беларусь,Класс 08,ИТ-услуги,ЗАО,Комбинированный,Самостоятельно,True,91.0,5,0.5,3,169.68,2,16.6,1246.77,46.3,1
TM20200234,Таджикистан,Класс 26,Автомобильная,Индивидуальный предприниматель,Словесный,ЮрФирма_AY,False,49.0,2,6.6,0,59.69,1,7.1,775.33,105.1,0
TM20200235,Индия,Класс 20,Электроника,Адвокатское образование,Комбинированный,Самостоятельно,True,81.0,4,9.1,3,14.5,3,43.9,1177.64,16.1,0
TM20200236,Казахстан,Класс 03,Энергетика,Холдинг,Изобразительный,Самостоятельно,False,37.0,2,1.4,6,21.81,3,39.4,1330.78,55.7,0
TM20200237,Испания,Класс 02,Мебель,Иностранная компания,Иероглифы,ЮрФирма_AJ,False,63.0,3,1.4,0,80.99,3,24.0,374.38,3.2,0
TM20200238,Россия,Класс 09,Страхование,Концерн,Текстильный,Самостоятельно,True,96.0,3,2.8,2,13.05,2,,798.42,85.1,1
TM20200239,Россия,Класс 16,Оптовая торговля,ООО,Комбинированный,Не указано,True,82.0,2,3.3,5,5.11,4,25.3,503.32,43.6,0
TM20200240,Мексика,Класс 02,ИТ-услуги,Иностранная компания,Позиционный,Не указано,True,98.0,1,11.1,0,500.0,4,59.7,1275.53,,2
